users_mac,users_name,users_email,users_ugroup
865687,55910,65112,5
24129,7006,72983,7
-54411,6907,51865,2
15027,77500,27006,6
-39131,69506,61478,6
16214,97693,87808,3
53244,36118,18753,1
424879,42360,26119,1
1550365,47822,38092,3
-2622,24542,57113,5
-73389,23573,18993,5
742900,85162,45965,3
25700,39979,57585,1
14827,25086,29159,7
-89774,75947,17247,6
-42369,98853,94521,7
-15049,52227,92395,1
44664,72288,77281,2
16126,1139,28985,4
-62310,76963,56370,3
-86325,78460,24931,4
-61366,677,62146,2
-62961,37013,79824,3
690961,31689,31717,5
-1076678,33993,10565,5
10953,2338,35789,2
4696,42464,45066,7
383048,63932,21007,1
64168,24909,31776,5
96165,28749,82070,4
-39628,99269,54088,1
992011,30860,73998,6
64149,22057,46912,2
21951,44369,47745,1
-65777,16714,41094,4
-45413,93400,70865,6
-95620,95376,32701,2
-8842,13730,12190,5
1289753,17010,69026,6
-42369,12958,98881,3
91563,48512,12275,1
-41848,21326,80301,6
78538,14475,7944,5
-30241,69034,40032,3
1390448,59089,77181,5
645552,22703,82022,6
-16352,57557,43825,2
-79535,53763,31248,4
93757,77051,24372,7
63296,41955,31577,5
73120,77953,55238,4
-69964,43650,7457,6
-92487,40028,89053,5
-42369,38530,94749,3
-14682,984,18253,5
1405857,91224,66007,3
-90691,98895,1605,2
129450,36660,26048,2
95381,27504,70931,2
1560100,65070,56858,4
21778,94560,46884,1
23069,46951,32147,3
-15049,89652,72983,6
1553338,32609,9553,4
-15049,39983,40049,2
27311,91907,35899,4
21340,73637,57649,7
-89268,32804,47325,3
39749,27898,32110,4
36326,27608,70904,7
-1303201,29330,63003,3
-18224,72470,30876,4
-51885,4964,93599,2
-37653,85134,53526,1
-47144,61628,86014,6
-44488,775,77819,3
-94781,6416,55400,7
15027,52314,68492,5
-15049,67638,29369,1
205632,3122,81155,2
-42369,36991,39456,7
-69003,2662,40199,4
-51987,87211,476,6
84142,54334,6362,4
31641,3322,90079,1
47307,39252,51261,3
-539,4070,7339,5
-34407,69451,12483,6
74127,23663,96038,4
-62010,83177,25934,1
40356,52733,78047,7
41902,28793,91410,6
-66611,50723,83517,6
127586,1913,32155,5
53244,64773,47816,7
931300,33894,71365,4
410572,82136,66766,2
-97927,53082,24503,2
1440232,43118,54091,1
-91374,24118,45202,6
-4210,4506,68091,5
-136054,85043,84565,2
-91374,18745,87121,5
561394,5013,34927,2
-39230,70797,71619,3
1553338,33856,32248,3
853042,75986,69032,1
83154,84573,29854,7
-465504,22835,27487,6
-1407286,24567,18216,3
-35917,10323,22699,4
-8265,83645,55810,6
82680,58970,23479,6
-22574,71115,28840,5
96165,27652,7329,5
98100,87256,89,3
-1208427,16789,52478,5
-42369,43057,31030,5
40463,11080,27123,1
61658,50867,34453,3
69825,57298,23208,6
-986619,1477,45636,7
-37188,26980,35461,2
11442,27105,92690,6
-83949,178,37204,5
-51914,53366,8483,6
-51446,31272,58412,2
-65508,86502,96623,6
46962,19178,1529,2
803798,27580,11787,3
90775,54099,32823,6
-55153,93485,90421,1
37706,34699,86150,4
33077,42810,7153,1
27764,16822,39510,3
41063,81345,89206,5
-385110,66951,28506,4
-30241,11802,61951,1
-5053,74805,45013,7
-57390,63037,92213,2
-61610,17780,39978,1
52597,61680,54076,2
2471,46352,47147,4
70786,45144,52175,2
75289,81733,89928,4
-11646,53882,12945,2
-441616,17938,84832,4
-19428,54427,47567,4
8502,78476,37073,7
94624,3028,5613,2
-93112,89934,57102,6
1291084,14253,55166,7
29382,45401,88424,4
-60140,85769,25731,1
-96413,68982,13032,5
15027,11302,79079,3
-26220,49173,75735,6
-92225,17704,22322,5
88473,97750,2034,3
843652,68789,3510,2
681095,69019,45164,5
80875,83851,57120,2
45438,63103,50360,6
175082,93414,6181,3
788321,4825,20406,6
-27763,5086,7253,6
-49846,14916,90438,4
-84729,4576,92678,1
-91068,57760,90702,5
-1353786,42043,41772,1
-1259703,95589,88251,6
1509630,29293,46202,5
-43524,63341,22323,7
-11511,60331,93112,1
15027,78474,33358,2
-42369,82546,38111,4
-101424,83263,75429,3
-37497,1304,98461,4
11677,70061,65364,2
1449355,76459,25227,4
-1089311,67222,55701,4
-8947,78738,99929,7
-42369,97050,89564,2
-1323636,30009,82665,5
18070,47562,44492,3
-87291,79946,95203,5
20107,20820,39080,4
53244,5132,48875,5
-57979,59910,47847,4
-560452,56578,16913,4
-6935,86038,20443,4
-15049,88336,26319,2
-7398,2142,34004,7
48163,30160,96782,2
-34817,94033,23962,2
-1246844,9119,98780,7
-715610,46227,17147,7
4508,799,44026,3
-21796,92586,16679,2
-1475447,13184,38235,2
73381,46163,41895,4
13857,36459,85236,6
1289531,38594,16048,6
-208914,31520,14632,4
77822,76267,36919,5
1390040,45936,7072,1
96076,11277,53362,4
-82298,61856,148,1
13156,53194,63829,7
-749570,36548,62161,1
927576,49094,96126,6
414642,97316,30299,1
53244,91654,12534,3
45161,74652,66600,6
-955950,47969,91592,7
-30311,69179,23490,2
-691,11231,68324,3
96539,49922,41527,4
460283,928,33492,1
-43633,46778,91162,1
-61528,44421,73831,2
15027,11357,99040,4
59934,46539,64093,4
-18201,84562,62543,4
1327412,46062,35991,5
705394,41944,81857,3
-59142,91269,93816,3
-552464,18209,79167,2
-35917,58427,2658,6
96165,53408,34573,4
-42369,81135,73933,4
72897,12863,24350,7
-90887,7832,86486,4
-87306,7434,18277,4
-17204,16547,45990,7
96165,85048,58937,3
-8940,60720,89925,1
-74384,7080,37701,1
365052,30241,40746,1
-31094,70096,94851,3
3840,27966,76487,7
-42369,13290,84820,5
-94533,49938,90347,2
45032,38591,49014,2
982349,30488,26672,3
40304,51350,21299,7
344,2804,57611,1
-78993,78449,90719,1
-85464,18965,88680,3
86473,24196,40466,1
-532276,29718,20150,3
-70042,83612,71687,3
66171,14096,96089,2
-39408,22105,83064,4
-42369,32629,74144,6
697723,20266,33225,7
-29827,7287,49762,1
98222,80982,46115,2
26731,95702,44252,7
64485,4747,21129,3
43301,57549,91401,4
36581,72368,38382,7
17056,45002,93418,4
72885,56505,84273,7
63800,44956,75917,5
-42957,55138,38746,1
564733,18237,31006,5
-11096,85200,87573,3
-15049,61270,92903,3
-35664,39581,42811,7
-15049,16199,66544,1
46171,53634,93549,6
73967,90271,9595,7
1508450,20858,39570,7
50013,85701,50831,6
-15181,8196,94408,7
-15049,82374,75698,3
85006,8955,81043,6
-89809,39641,74811,5
-11013,34831,15760,1
65540,20148,66402,2
96165,74670,88272,7
-1304008,41727,2741,1
24251,46301,43491,6
15561,55982,77288,1
15027,53978,96164,3
1506,47973,44153,5
-24791,87836,50759,1
-6179,1394,98427,1
-74133,24834,34326,2
-199029,63275,14835,5
49848,27675,53969,6
-53839,69427,83741,5
-92225,52931,5206,6
-24123,2823,48248,5
77610,39025,85807,5
17486,7122,37842,6
-22823,24454,66789,7
96165,30416,79167,2
61040,72800,90954,4
-838093,64254,52781,6
-14066,37160,63991,7
-83887,49072,60942,2
-46705,11471,74966,4
460283,13689,69886,3
35375,91891,32095,2
1280515,94437,78791,6
41902,49622,30748,5
44696,15991,19546,1
-15049,69414,95644,4
-51787,8493,32231,7
-81836,19517,26420,4
-18501,19332,90796,5
10957,42484,59800,2
746,55501,74885,3
257976,95606,64932,3
30975,97451,17919,2
-80194,13726,74436,7
-84337,17461,56617,5
29855,21766,92653,4
25398,90339,18983,7
87805,14995,65579,1
92916,74955,4588,5
-76439,66266,71561,3
-231778,80913,28320,3
-67474,36841,37446,3
-14203,24464,19353,1
53244,37794,30519,6
26883,85762,26891,5
36779,12991,9873,2
41902,36875,56183,7
-42369,20699,12596,5
79800,36367,95591,1
-139752,7748,41749,2
84308,2426,49431,1
-42369,39098,64870,4
-14267,24347,69025,6
-15049,78974,47805,7
-60289,44660,46155,5
-8666,65519,85513,3
71255,74162,38923,4
12199,25358,70895,4
-56235,93430,89369,1
42973,63430,20924,6
-15272,8555,28056,7
88004,39418,47584,2
-40800,23882,84937,5
-60109,18070,13265,7
-64225,16650,42348,3
-5804,81944,40844,5
26495,72661,40579,3
-15049,96628,22684,6
91828,75454,80689,4
15027,87049,85818,2
32991,68891,43939,3
-88577,3964,14474,6
1454260,11380,65246,6
-1336095,86101,30309,7
-80188,51215,65390,7
-15049,96526,79669,2
63625,13704,45185,5
-55761,16523,96208,5
-46418,20732,47002,4
1173051,83584,45869,4
63332,47172,81822,2
13857,3313,77730,4
-33019,86752,69097,7
-42369,40412,84662,7
48641,91349,20941,6
20756,15988,82471,4
53435,86646,11957,7
17461,94600,16689,6
1208844,88204,33642,2
-40800,96637,9133,4
84519,39564,62281,5
15027,53247,85894,3
-92030,22343,15855,1
-6106,58847,11287,6
-91374,3515,9020,5
73422,98946,66951,4
-9053,70671,65237,2
74368,62047,24279,4
-42369,83814,61833,6
-23125,44507,50913,2
92871,98477,44217,3
-41319,54225,8399,7
-1470185,73342,68069,4
46551,19948,68374,3
1308615,18125,37007,1
-42430,94663,5007,4
843652,41253,73534,7
-913445,47109,58959,4
-42369,55856,59635,1
50418,77418,24261,2
515441,22520,26489,5
-41458,71370,62599,7
-988935,38261,24366,2
-84752,31083,73917,5
40919,4287,89049,4
-768944,28475,91723,1
13857,28370,78557,4
41273,98514,78863,6
-71334,8536,5660,4
60564,86898,50081,5
-1209574,99474,79111,3
276999,71458,85726,5
-30788,41895,4412,1
-42369,83257,1027,6
15027,26378,83600,5
-28311,35597,25769,6
29725,14245,8083,5
15027,64376,17346,1
96165,52912,15670,4
17229,97605,91797,5
-8460,69782,26798,1
-106622,32510,42604,3
-43503,50306,44838,2
-69350,77784,83666,1
23935,81724,31290,1
23471,98081,68729,3
15027,4585,25288,6
-9646,51182,42699,4
-40800,13342,28720,5
685143,43880,77123,1
-77112,19370,47077,5
-24379,6715,13667,5
990629,33643,16058,3
-20255,49443,50084,3
-42369,77592,89890,3
-52313,26218,59528,1
15027,28212,60926,6
52597,42130,61683,5
-52317,19716,57664,1
-33108,6998,89489,6
-52008,7106,40181,2
1553338,22673,1035,6
26680,84188,45516,5
1225556,11720,17630,2
1038510,95831,48468,6
93692,98226,45437,6
-42369,93561,65667,7
-955020,48029,3322,6
-19483,42037,6576,4
73381,74346,84247,5
-24641,66823,32308,7
-391481,70446,66354,4
20107,65396,63529,4
15027,84398,98917,3
-42369,38114,46477,7
-92031,46866,15642,4
-15049,20710,34769,2
-6104,71253,50241,1
1553338,87843,90741,3
1038604,59295,76416,6
14888,10898,338,2
-24629,88998,80252,5
85459,55199,59494,3
93442,5075,57066,3
92610,60687,37426,3
77221,23914,66146,2
-46736,25324,26122,7
78591,79841,96245,6
89781,72609,52344,2
1200938,15024,29977,5
585,77981,80595,4
-629049,33934,8400,7
25219,80329,64265,5
43207,70753,54417,1
3889,85757,27405,3
-12025,32365,59974,5
42969,58503,2703,4
-986619,55815,64197,5
29448,3554,137,1
77892,15249,38369,4
-7680,62316,4125,5
-62961,53509,66706,6
-53839,65028,30445,3
45032,76386,140,1
-81836,47909,60795,4
77080,40802,20985,3
-1108969,50842,12032,1
-621084,51324,72131,4
47638,76889,35603,3
15027,27804,47418,6
86414,67359,70625,7
-70822,81917,5686,1
33528,93174,17666,7
17205,56006,8910,7
-3173,47630,55293,6
78509,66618,2929,4
95346,12699,36245,2
22101,92541,74209,5
40073,696,79007,4
68097,20152,72708,7
60748,24132,30144,4
14035,63725,11177,4
79240,79675,53318,1
1254362,13090,93940,5
-1205353,85996,71624,1
-1176884,8470,77772,4
-6562,20531,68556,2
87961,39242,99789,6
53244,17271,71018,7
-38442,39249,91337,4
-95123,80720,61092,2
88218,26905,94376,1
43429,74158,20363,5
44026,96223,77336,6
-53712,42864,91600,3
41273,43067,97676,1
8198,37630,72976,5
33866,18789,30252,4
-89255,66642,27680,1
-42369,47560,11100,3
13669,23859,91812,4
-15049,41670,1214,3
6772,75999,32015,3
-5659,90558,48308,6
265758,4828,36743,2
1553338,49579,67278,1
-24128,91161,51304,6
784916,3132,13915,2
10694,60056,48591,2
-4490,49464,15867,2
-15049,9591,37726,2
-983314,15370,77323,3
-8039,78955,95197,3
86247,30237,38786,2
3876,2538,4306,7
-28468,89418,48953,4
3968,43387,82492,7
-24219,25934,9645,1
-58767,10062,40465,3
-441616,30152,12121,2
-97377,29289,61484,6
-42369,31954,39762,1
-49925,94534,82448,4
-32435,55341,60284,7
-15845,1510,93255,1
98302,99793,98802,2
33339,20609,17935,1
79376,79864,37427,7
-62614,65441,44959,7
53244,31170,69665,7
14740,15452,44802,2
-1241714,49230,61915,6
-1220442,4426,79691,2
41502,22851,71947,3
-235268,32100,28947,2
-98225,13188,52366,5
-11166,95708,5716,6
-11166,91890,12834,1
-56267,50407,35961,5
6772,63382,39321,7
-15049,52176,59939,6
-42369,89683,83171,2
-27890,83782,96898,4
67257,85575,84766,7
-27918,25391,76883,7
-27148,55855,9461,4
77892,76676,41185,6
-21780,28611,6824,7
67005,71112,7632,6
19967,43958,12849,5
-21738,5911,95950,6
65090,72490,53397,4
-59895,11922,50890,7
34390,65851,7668,1
-89969,3746,2115,7
9066,3938,91787,3
15027,71112,78074,3
-1284722,69382,1981,7
434358,53350,86667,7
27764,14737,19129,2
-27110,92906,10460,2
80338,43149,33280,3
-22200,64737,41852,1
67947,14084,14817,1
-63961,18259,67060,6
-20523,78793,44099,4
-9305,71656,35880,6
96687,3850,82625,6
32462,17373,8878,6
65437,11958,62294,6
1274556,60968,20817,3
-15049,96328,74953,7
7488,58928,33035,6
-40800,83277,47565,4
-45894,27476,7420,6
460283,8359,77435,6
-1452285,75860,649,4
-59090,11194,43811,4
69533,3403,6427,3
-42369,35701,63431,6
-62179,29096,13458,5
-24687,74826,714,6
51124,39898,39039,5
-12188,14322,10572,3
42248,82480,44410,2
35375,76241,48531,2
54123,66142,19818,4
-88163,28548,49446,2
-31007,92792,77924,2
15031,32118,99892,7
-86075,45871,32468,1
-12674,55493,44463,7
-114206,78385,17104,5
-42369,48010,65177,6
-42369,22859,48350,2
-15049,13792,62393,5
-691256,66871,82865,6
460283,53051,59402,3
-35204,38331,95646,2
-11349,1202,2195,2
53244,36832,79063,7
-469127,62977,18450,4
25398,9313,22851,4
-463888,244,82566,7
74368,12242,66468,4
46601,92389,78780,5
-55153,2633,48509,3
-15049,49406,10870,1
62166,40967,87905,4
53244,17416,60716,2
-718194,73156,59201,1
60748,43615,60954,4
85261,62187,51620,7
-15049,86090,29624,6
-5984,32404,26459,1
3840,31499,81876,1
15027,41732,94473,7
-5804,63216,22066,6
1214573,59610,66635,2
7751,97394,77203,3
48205,20762,29878,4
-90691,52491,97093,4
-54477,2225,42564,5
-19428,3540,5881,5
1043858,22774,85800,1
37377,32012,31192,4
89298,97939,34020,4
-74677,24335,47604,7
968909,17432,82831,4
-40800,93345,11749,6
90598,33056,28212,2
-55559,62946,92977,6
-1274412,93856,15576,5
-58198,80557,94286,4
17916,84796,93352,7
14543,49242,67720,7
-441616,85830,63466,6
-40800,91425,45809,2
-42369,89100,71960,4
-1530615,68919,30906,6
-97110,12507,32729,3
-1031747,34000,96571,6
30471,85937,18830,3
-51439,75628,83457,4
-60075,89713,69136,4
1191675,33425,26591,3
381850,89065,18878,1
85871,21773,95546,3
-4721,36731,75500,5
-53132,52332,65050,7
-67044,6724,89291,2
82090,94587,16524,5
-96725,6543,7597,4
8173,37174,4981,2
20259,6141,69857,3
464454,45951,76865,3
-57244,28422,21407,6
-42369,36285,69317,5
-42992,82524,16991,7
62100,58389,83087,5
987735,31129,28492,1
-61255,29708,96922,4
-6398,58332,69001,1
-95997,12557,20788,6
73381,89856,14301,2
161039,84468,91754,7
-940878,81304,93943,2
96165,40480,73650,1
9930,83867,63150,7
1740,50773,57810,4
81,6438,22541,1
-47457,20019,53675,2
26861,96636,59122,1
-1079533,51344,58035,6
-35917,78903,43913,1
96165,59432,21401,1
3840,78956,56239,5
-15049,58435,79194,2
2201,49373,97828,5
460283,30835,81349,4
20756,21219,63989,2
44417,23811,42101,7
-91787,85288,91546,4
-86247,12566,84192,3
-343156,1159,33699,3
-66018,47371,90068,5
-355,61064,21197,5
-74819,7603,18436,5
460283,56677,45078,7
53244,68087,24890,3
-70243,73658,69724,7
1533136,40548,44254,5
-42369,40670,55789,2
-65508,84378,72739,2
77507,81850,57394,6
-65189,39884,37276,3
75425,9914,58145,4
24421,4738,84860,5
82680,46791,65006,4
1553338,69218,91293,4
12352,50951,82545,3
92916,31371,34183,7
-949065,12809,91945,2
-11551,80589,34544,7
-86075,45715,10117,2
-81277,98517,86953,2
54475,33501,30768,7
-1089311,45066,68579,3
-55170,4409,36589,1
19453,22064,20538,2
-812455,55893,4609,3
83072,77234,24046,5
1559410,92949,79213,4
25030,1872,83333,5
18525,24420,57576,1
53244,24849,69502,5
-65770,31188,19562,5
-1314998,51887,43368,5
15027,15808,64131,5
-28726,48496,78674,4
77936,90799,42399,5
-1089311,39554,32011,7
1553338,58367,29321,7
1330008,16347,47619,4
273502,90585,3629,2
-42369,80215,28290,4
-39345,17951,14201,4
63914,68720,66681,2
59339,9100,54222,4
63070,70542,59732,7
-40800,623,23643,1
6955,38452,75082,5
-47401,38143,14290,7
-11019,29801,42117,2
-60117,92527,20445,3
1000334,12342,42571,4
8402,14481,32237,5
61106,85150,33034,7
-1328853,74247,18467,4
-4341,94528,25755,1
-44273,35749,85084,4
-47552,51878,2834,7
10003,50626,94550,3
955348,61258,72820,1
-40283,20015,27468,3
47484,20067,25858,6
-6022,87436,78265,6
-42369,76162,55302,4
-308551,82699,28917,6
29725,82626,94679,2
11227,10199,39462,6
32540,97623,93513,3
-35917,78570,19791,4
66002,33308,79258,5
-79032,18208,66318,6
-27110,13896,33787,6
-1167668,84405,78801,6
1006681,94232,12772,2
-132146,93836,25537,7
67001,20641,11400,3
458413,22385,47962,4
1267053,4396,11702,7
81537,66490,59192,3
27622,91282,45951,3
-55615,62532,45090,1
1553338,85453,15361,1
91922,24134,93737,4
-42369,12512,1895,6
53244,68448,66802,6
-1267161,74789,84482,5
-81909,3923,47481,7
-36157,58468,67119,2
61970,33333,80263,1
-58042,17277,66349,6
86473,19424,50959,4
-84423,57103,5089,6
35428,60050,93508,5
-81254,26022,42313,5
96165,7152,2610,6
-57697,53677,98970,4
68986,58257,38635,6
-96506,88940,10292,4
46280,66065,56027,3
60748,25809,77198,3
-63243,77028,44636,1
85452,92574,89283,5
-1116175,37575,13929,3
-26728,23868,78354,3
1553338,15308,27685,6
59375,47265,79900,6
77653,56134,56651,4
752668,10909,10987,6
-72825,64483,23679,2
-165277,10927,2858,3
1553338,89337,93551,3
5558,14953,1709,2
-71852,16126,29054,7
-42369,43603,68596,5
28080,7616,87502,7
-96978,74706,7053,5
41902,64169,59204,6
-42369,83355,22534,2
432533,2519,29947,7
-718194,72051,71731,2
-95547,91289,2547,1
67201,78576,64041,1
36530,11784,28727,2
-35059,47757,22284,4
-48551,43540,4634,1
-84076,28761,51400,4
-44830,88967,2348,3
-92031,10479,83909,2
41902,16979,39308,6
-23263,57769,21099,6
-28965,83836,82141,7
-84164,55575,14141,2
-42369,87323,182,6
53244,49276,33295,5
94036,78819,78056,7
1080672,89904,33504,1
237908,95138,66952,5
15027,4243,16904,1
-5548,37480,9615,3
-81187,34269,2753,7
81754,50676,5887,4
83461,78942,61367,6
-67921,50262,20119,4
81589,26861,15278,5
15027,73823,6875,2
-1434559,56099,27936,2
46067,34055,50960,2
1553338,36449,25477,1
76699,18772,99910,2
-23063,93258,91452,5
605992,65864,98077,5
752668,18376,45634,3
13892,93317,47786,1
-57308,2918,59579,3
-42369,89943,1939,2
-80194,13263,62464,1
1221063,95254,43619,5
246017,13294,36348,3
-1106222,50008,52846,4
35375,37618,52968,7
-4713,84769,78524,1
-50914,64224,1642,7
38361,72589,99592,4
81906,71407,28832,3
87961,74982,83759,6
2366,58435,83065,2
96539,19741,5434,3
2471,61565,83945,2
23889,15979,61694,4
830085,4386,71069,3
-54795,36798,5162,5
-4446,42933,6438,5
-22579,83443,15439,4
-61524,73680,34356,5
96165,74579,62590,2
10751,89779,28874,4
-15658,82083,1008,6
-77455,81708,26801,3
77570,24702,82260,2
939774,61941,56560,5
-96725,11188,61015,5
53244,88084,14622,2
-82123,43713,53121,5
-77161,79577,98268,2
-1200627,44895,99855,5
64578,32889,7001,7
460283,34905,12551,1
-32095,96972,43186,7
1538278,46155,65465,5
82680,51366,1973,7
88753,32886,59316,1
55319,73293,11227,5
-8171,63304,35026,2
-85316,60198,35721,4
9450,99781,15916,5
-15459,80461,17960,1
186880,5744,78400,7
-20284,80496,24276,4
1040410,26011,72828,5
1059759,86848,86390,6
6325,96436,65789,1
-52877,61770,51734,6
-135093,66583,15451,4
651653,60420,11730,4
53244,94637,19240,7
84840,6951,43362,2
29567,38901,40528,5
29725,61059,40948,3
-15049,22372,80410,2
-73216,95181,97546,1
-42369,45436,71303,4
-93677,39927,18994,2
94006,71726,9557,2
-82445,58636,47580,4
-73232,61995,1721,3
46171,30791,37045,2
-22122,66586,10647,4
21847,84105,68093,1
84280,68083,18614,3
-58747,66983,74438,3
-43471,78664,45512,4
-21738,17465,89363,7
-15049,3518,14089,3
30638,87476,2228,7
-15049,83816,63936,7
-12617,61284,27048,7
51570,19947,49682,7
-37954,67050,10375,4
16294,90372,96627,7
-77509,11415,94907,2
33171,38572,67197,6
1083130,28445,47382,4
-48335,87910,7512,1
-664562,46381,31456,2
-15049,14997,93940,4
-485456,49250,47130,7
96165,16338,49833,2
-40800,64955,92280,6
36740,72456,63633,4
44026,68009,44449,7
22303,4015,34111,5
-815467,89174,31558,7
-568341,5306,39886,3
96165,23701,12093,5
-42369,14948,10074,6
-86671,12316,45761,1
-69032,48547,44585,6
-27950,52604,60534,4
937,51112,69091,4
94130,77025,96421,7
-9844,12603,58943,3
87310,60927,39244,4
-68100,27374,80250,3
-42369,63080,30624,1
-72750,20663,53520,2
13466,52717,31230,5
-24715,79266,20915,2
-21365,72529,20643,1
7295,67702,35148,4
55440,480,90814,7
32139,86739,18758,3
-82058,67338,43371,3
58609,84562,82597,3
19551,52220,377,2
-280306,18024,2580,6
23185,28742,66678,4
1037642,88765,37136,7
-66752,47924,20451,2
96165,51550,65340,1
-81533,38402,62492,7
96165,84002,85629,3
91300,26466,38383,3
-45119,492,79797,2
-7552,42082,35986,5
321357,37474,58287,2
1553338,43456,95395,5
-46094,22417,12694,5
-40800,87497,95554,4
1161598,52676,28407,6
-51446,34065,39168,6
74127,37135,30941,6
-15049,24099,17963,2
15027,42316,38209,2
46220,96622,32447,3
45032,1621,74960,7
49308,42631,9600,2
-72585,24587,17008,4
-31477,24391,98925,6
64117,69060,18410,4
-100164,5303,3413,4
-17375,68355,2891,3
53244,42424,1256,4
84411,82764,64897,4
43543,60638,5762,3
-457108,56413,17314,7
15027,48912,46596,6
-14379,95568,59493,1
15027,12505,15149,1
35136,40413,37332,7
-1508331,86774,70107,5
1050597,10577,95141,7
15027,13338,957,6
-42369,76773,20217,1
61466,10878,34333,3
-281918,23143,37401,1
-90820,85814,54751,4
-42369,86137,64953,6
-62960,5077,22434,2
-27946,12997,65966,5
-40996,80982,55361,6
1279694,25846,30864,2
-80188,49914,87002,2
28473,32953,4594,1
81,33186,37127,4
144862,71995,57058,1
6767,54839,38634,3
-58620,74084,62213,6
-37175,38328,85942,2
-5659,98793,45878,6
71495,95723,63333,3
-12535,1824,88406,4
-65391,10752,35770,4
-28468,90369,48855,5
-325380,14441,74302,2
-1370156,18137,83546,2
20307,24878,39988,5
1445290,83723,45560,2
-19428,5540,72814,3
97976,28805,97596,2
36415,29948,5088,7
-33920,22201,7082,2
1040410,70228,7372,1
-691256,93691,26847,3
79373,4691,33006,2
-527774,54994,80994,2
-325380,54724,21052,1
80825,54139,76404,2
72432,42468,18438,4
585,75072,41324,6
-59065,9195,94417,2
54276,79407,8372,1
-95755,44051,76453,5
26075,13301,9650,2
-96765,43017,47445,6
129893,24883,58154,4
-90691,44438,23730,1
-96765,96326,6047,4
90325,19720,79022,4
-691256,9324,63765,5
-51163,64575,46164,4
-51851,67606,89084,5
-48760,75483,75861,4
51075,1598,44052,3
-10285,76872,76461,6
77871,66632,2224,5
-24061,94633,78221,4
-1416800,77689,18246,3
9345,8118,2284,3
654617,71202,32077,2
66092,77274,5617,6
9346,51559,16991,1
-98301,13704,28408,5
24784,37868,1146,1
-42660,22260,61126,2
-1236862,63532,22928,6
6965,80488,13200,5
-53426,34454,39006,4
10108,34618,41540,2
1045241,76569,61630,5
53244,91357,44344,5
460283,34768,89144,4
-85236,32904,19828,1
-4490,31569,91362,5
73587,5642,59314,7
-30280,95967,31795,6
16942,26626,71732,2
1558212,88998,93932,2
-43312,8569,78801,2
-1225,81168,22853,2
-29775,486,5890,7
5821,76108,71431,7
64684,64107,95260,6
-40323,48437,39660,1
1176386,47643,16285,3
-32620,64943,72704,1
-63766,95816,66741,5
1096241,80408,7480,3
-12059,48878,28153,7
-84164,79877,5126,2
-54411,25861,79862,5
60748,48759,16895,6
13446,33134,88461,4
17930,20346,50149,4
-691256,60803,19847,7
21344,37022,50094,6
-66332,94490,10900,6
47832,12280,11166,4
96324,79815,68557,1
4902,33546,75481,4
-415957,92140,90739,2
-18503,10158,43126,2
563891,45191,42915,5
-22399,46464,41504,7
-40800,59205,39539,5
129893,81655,85752,2
85459,61704,61879,1
-78993,78263,90938,1
-331214,26845,61374,6
-51084,51241,86587,1
95996,56681,49749,2
66338,20401,99854,5
69624,31550,61940,5
-87380,12398,97180,2
-92030,54503,20641,6
-87879,68176,71902,1
-51293,17076,34934,5
13646,17323,33025,6
-78671,76243,36277,4
12416,65374,51874,5
96530,40417,41807,6
-23255,57265,83127,2
-74835,28907,27008,1
-40800,9978,50704,5
17056,16028,75331,6
27764,3632,37255,1
1540717,87455,94537,7
-306167,81930,70521,4
-28940,25537,52990,6
53487,35973,48804,4
3190,8757,49780,5
624322,66126,60400,3
-91068,89511,14280,4
-40291,65980,33045,1
44211,65157,18658,2
-46211,52399,27150,6
-23105,37919,28898,1
-646952,7136,78403,5
43966,15674,27269,6
-718194,98135,65955,5
-42369,1981,84994,2
-53875,15689,63620,3
-194405,32973,76262,6
96083,1489,21027,7
-90835,54540,50389,4
-1206946,17967,95935,5
31061,81130,51233,5
32321,60235,4700,5
1377536,30985,63345,3
63545,22033,42364,5
-22383,68666,64810,2
53244,99333,17263,1
64322,39732,35815,5
-15852,19274,76158,3
60748,27461,72155,5
13556,57225,74220,3
-15049,11575,58424,1
35686,70769,86966,5
15027,9042,94149,4
16427,84369,59160,1
57165,95430,17861,1
-81916,36521,80995,2
-74117,10401,30414,7
80746,66636,26559,1
-12384,63319,55402,7
-482640,92196,80629,6
68986,68484,73873,7
-47634,51926,5486,1
46407,18807,56461,7
-42369,68804,95658,3
-32412,65647,78085,1
-77555,3024,73822,1
-24168,11574,95135,4
23471,66011,714,5
6528,91953,94664,5
-70458,70340,90356,1
79340,27070,86897,1
15027,52376,58816,3
1306404,85621,41091,7
65857,74055,50325,4
-1283510,50310,82729,1
26321,40743,99815,2
-12384,91886,80227,1
-1271403,1884,76624,7
15169,21548,88156,6
-411,83105,70730,7
46577,3962,20327,5
-864168,29120,11482,5
88473,37933,62673,6
-75484,66566,32027,3
-495451,30023,9974,3
53244,82667,9599,3
-511024,14966,34181,5
41692,72851,18385,3
-77369,67629,92450,6
-42369,96645,85210,6
87930,34852,57497,1
1067,29869,90568,1
-1377920,52805,84741,5
1280804,75294,68027,7
98100,27430,98776,1
48287,71819,76691,5
78729,83116,42149,2
-76649,61907,69640,2
91851,95204,92051,5
-20890,73707,68153,7
-383664,77236,20993,4
31435,15416,96751,4
-61743,84305,95363,1
1439,89518,70003,5
92528,30411,45216,3
-62310,59795,47267,1
